employee_id,employer_id,employer_name,industry,employer_quality,age,education,education_issue,financial_literacy,employer_match_eligible,retirement_contribution_rate,annual_earnings,net_worth,household_debt,complete_iv_case
1003,50,Employer 50,retail,1.727,49,some_college,,-1.015,1,0.0697,93283.0,308195.97,42140.97,1
1004,32,Employer 32,healthcare,-0.072,60,college,,0.13,1,0.103,92140.48,294912.02,63237.68,1
1005,36,employer 36,education,0.429,42,,unknown,0.402,1,0.0948,61290.64,198544.91,51517.99,1
1006,5,Employer 5,education,0.163,54,college,,-0.296,1,0.1567,90307.44,369418.72,45027.73,1
1007,73,Employer 73,tech,1.456,51,college,,1.342,1,0.1172,98691.96,392645.57,56111.42,1
1008,74,EMPLOYER 74,tech,-0.833,28,high_school,,-0.665,0,0.0493,33296.16,-32326.83,51327.12,1
1009,59,Employer 59,manufacturing,-0.63,31,high_school,,-0.08,1,0.1083,33611.05,84925.29,52742.75,1
1010,12,employer 12,manufacturing,-0.86,35,college,,0.656,0,0.0015,42879.82,253386.83,40200.63,1
1011,17,Employer 17,healthcare,0.01,45,some_college,,-0.028,0,0.0744,48940.36,146483.02,54483.43,1
1012,14,Employer 14,tech,0.809,55,high_school,,-0.826,0,0.0389,78121.83,234570.46,53042.26,1
1013,69,Employer 69,manufacturing,-0.094,46,some_college,,2.561,0,0.0808,70688.5,232988.32,55539.17,1
1014,17,Employer 17,healthcare,0.01,54,college,,1.898,1,0.1178,55899.53,453936.55,48155.7,1
1016,74,EMPLOYER 74,tech,-0.833,60,high_school,,0.222,0,0.056,71831.14,209230.94,4413.32,1
1018,26,employer 26,manufacturing,0.782,38,college,,0.042,0,0.0597,67766.33,289638.18,39856.41,1
1019,12,employer 12,manufacturing,-0.86,46,,unknown,0.322,1,0.1038,79028.21,281568.68,31613.55,1
1020,70,Employer 70,education,1.312,34,high_school,,-0.522,0,0.0174,62040.08,90585.97,38688.43,1
1021,50,Employer 50,retail,1.727,45,college,,-0.025,1,0.1259,94442.92,379049.68,25314.04,1
1022,14,Employer 14,tech,0.809,30,college,,-0.015,0,0.0182,59654.77,112082.83,52844.18,1
1023,80,Employer 80,,-0.854,54,college,,-0.588,1,0.10220000000000001,60372.36,323867.22,62984.41,1
1024,9,employer 9,healthcare,-0.575,52,some_college,,-1.43,0,0.0084,72063.24,164111.43,35376.72,1
1025,42,Employer 42,healthcare,0.503,31,some_college,,-0.986,0,0.071,45311.23,167224.45,33582.7,1
1026,11,EMPLOYER 11,education,-0.76,40,college,,0.425,0,0.0708,63972.59,237884.14,15294.48,1
1027,2,Employer 2,tech,0.564,58,high_school,,-0.037,0,0.0981,79953.64,384941.55,36231.55,1
1028,11,EMPLOYER 11,education,-0.76,43,college,,-0.618,1,0.1122,47465.9,229490.59,64140.62,1
1029,23,Employer 23,healthcare,0.843,36,college,,0.213,1,0.0828,77136.82,176658.07,27516.61,1
1030,18,Employer 18,tech,-0.442,31,some_college,,0.443,0,0.0946,50890.59,138270.47,21974.29,1
1031,14,Employer 14,tech,0.809,57,college,,0.211,0,0.1087,78977.25,245263.27,52313.05,1
1032,32,Employer 32,healthcare,-0.072,42,some_college,,0.903,1,0.1282,45504.22,186681.63,45035.13,1
1033,43,employer 43,healthcare,-0.302,55,college,,-0.971,0,0.0459,56404.36,59716.97,22809.9,1
1034,19,Employer 19,manufacturing,-1.545,54,some_college,,-0.151,0,0.0252,39369.31,26242.92,44433.09,1
1035,44,Employer 44,healthcare,0.546,32,high_school,,-1.18,1,0.0103,36889.49,61802.25,55995.01,1
1036,48,Employer 48,healthcare,-0.549,45,high_school,,-1.373,0,0.0355,52945.84,120634.59,9071.22,1
1037,31,Employer 31,tech,-0.524,53,some_college,,-0.591,1,0.0877,72970.92,136637.08,34127.05,1
1038,25,Employer 25,manufacturing,-0.48,50,high_school,,-0.982,0,0.0052,75185.21,247680.1,929.5,1
1039,2,Employer 2,tech,0.564,51,college,,0.86,1,0.1097,102259.61,398532.84,2354.75,1
1040,62,Employer 62,education,-0.064,42,some_college,,-0.547,1,0.0824,64730.17,254462.04,-536.57,1
1041,70,Employer 70,education,1.312,29,graduate,,-0.262,1,0.0134,88690.22,227559.43,39996.54,1
1042,4,Employer 4,tech,0.088,30,graduate,,-1.527,0,0.051,68608.95,157250.71,54827.81,1
1043,73,Employer 73,tech,1.456,41,college,,0.631,1,0.0843,84177.44,371686.82,41616.69,1
1044,75,Employer 75,tech,-0.726,43,high_school,,0.011,0,0.0743,52990.57,180316.74,17546.3,1
1045,44,Employer 44,healthcare,0.546,47,some_college,,-0.489,1,0.09949999999999999,64324.09,295280.49,39548.49,1
1046,68,Employer 68,healthcare,-0.625,58,college,,0.237,1,0.145,81272.87,253087.23,763.09,1
1047,3,Employer 3,retail,-0.427,26,some_college,,-0.229,1,0.1418,50674.43,166166.27,51352.9,1
1048,53,Employer 53,education,-1.301,41,college,,-0.916,0,0.0095,48689.34,213297.31,7242.12,1
1049,20,Employer 20,retail,2.829,52,some_college,,0.318,1,0.0318,68810.77,134476.78,56504.14,1
1050,77,Employer 77,education,2.506,51,high_school,,-0.433,1,0.050199999999999995,67200.82,178883.06,65058.01,1
1051,30,Employer 30,manufacturing,-0.274,26,graduate,,-1.333,0,0.0575,79107.69,211551.46,52161.42,1
1052,4,Employer 4,tech,0.088,45,high_school,,0.378,1,0.0601,55686.94,175742.69,48119.6,1
1053,25,Employer 25,manufacturing,-0.48,43,graduate,,0.703,1,0.1039,95228.32,310595.32,-9962.56,1
1054,19,Employer 19,manufacturing,-1.545,28,high_school,,-0.791,0,0.0582,32347.3,130689.6,37713.47,1
1055,48,Employer 48,healthcare,-0.549,54,college,,1.327,0,0.0479,67663.66,284632.08,36944.84,1
1056,9,employer 9,healthcare,-0.575,40,college,,-1.669,1,0.0815,40569.04,88687.84,31032.82,1
1057,70,Employer 70,education,1.312,49,college,,0.209,0,0.0717,80006.7,238094.45,31122.03,1
1058,53,Employer 53,education,-1.301,28,college,,1.183,0,0.045599999999999995,41901.27,124240.8,21052.67,1
1059,38,Employer 38,retail,0.6,50,high_school,,-0.752,1,0.1114,70740.44,354444.64,12409.81,1
1060,4,Employer 4,tech,0.088,29,some_college,,0.437,0,0.0788,65763.94,238114.56,-7803.0,1
1061,67,employer 67,retail,0.414,47,high_school,,1.59,1,0.0709,63809.51,193866.82,17708.2,1
1062,70,Employer 70,education,1.312,35,college,,0.058,1,0.0953,63474.22,308283.86,28165.86,1
1063,63,Employer 63,healthcare,1.055,34,high_school,,0.667,0,0.0289,39415.01,172158.73,67867.9,1
1064,47,Employer 47,education,-1.546,30,graduate,,0.308,1,0.1036,53793.97,208932.51,27829.88,1
1065,66,Employer 66,,-0.111,45,high_school,,-1.381,0,0.0219,58823.96,32958.31,,1
1066,26,employer 26,manufacturing,0.782,26,some_college,,0.101,1,0.0914,74997.98,97963.56,53326.0,1
1067,39,employer 39,tech,0.394,55,some_college,,0.537,0,0.019,83775.65,181898.4,58998.57,1
1068,55,Employer 55,education,-0.67,30,graduate,,0.204,0,0.031,73950.5,291039.63,46583.86,1
1069,66,Employer 66,,-0.111,46,graduate,,1.824,1,0.0894,109766.46,466268.75,31817.31,1
1070,24,Employer 24,education,0.556,25,college,,-0.616,0,0.121,55273.32,128440.8,21139.77,1
1071,57,employer 57,manufacturing,-1.965,38,graduate,,0.098,0,0.0329,89908.68,320515.92,50882.45,1
1072,62,Employer 62,education,-0.064,27,college,,-1.865,0,0.0599,59528.41,91414.37,88330.87,1
1073,47,Employer 47,education,-1.546,38,high_school,,-0.185,0,0.0305,38236.9,95506.09,59647.41,1
1074,54,Employer 54,healthcare,1.602,39,high_school,,0.304,1,0.0391,69254.78,154595.82,35823.29,1
1075,4,Employer 4,tech,0.088,60,high_school,,1.7,0,0.0725,81977.32,296035.72,39380.63,1
1076,74,EMPLOYER 74,tech,-0.833,29,some_college,,-0.636,1,0.0656,39592.96,68737.79,42453.42,1
1077,66,Employer 66,,-0.111,39,college,,-0.321,0,0.0681,51956.42,114988.9,12745.82,1
1078,68,Employer 68,healthcare,-0.625,44,some_college,,0.576,0,0.0447,51484.52,194004.12,35151.46,1
1080,71,employer 71,healthcare,-0.829,34,high_school,,0.104,1,0.0769,51172.63,140700.52,31645.41,1
1081,42,Employer 42,healthcare,0.503,35,high_school,,0.89,1,0.1185,61241.99,244759.07,42676.34,1
1082,21,Employer 21,tech,-0.699,26,graduate,,-0.697,0,0.0325,52795.75,162190.43,17390.76,1
1083,30,Employer 30,manufacturing,-0.274,38,high_school,,-0.647,0,0.0889,52795.42,-65782.48,46501.63,1
1084,69,Employer 69,manufacturing,-0.094,32,some_college,,-1.413,1,0.0649,36462.65,164023.58,43945.04,1
1085,16,Employer 16,,-0.05,26,some_college,,0.388,1,0.0435,38717.62,164157.21,24718.75,1
1086,70,Employer 70,education,1.312,48,some_college,,-0.623,1,0.0594,73055.58,242868.13,59444.6,1
1087,38,Employer 38,retail,0.6,34,some_college,,-0.678,0,0.043,49655.75,55982.19,16308.41,1
1088,40,employer 40,healthcare,-0.709,60,college,,-0.245,1,0.124,103518.77,541522.97,25485.55,1
1089,63,Employer 63,healthcare,1.055,53,some_college,,-0.125,1,0.0218,88047.75,265430.73,32077.69,1
1091,62,Employer 62,education,-0.064,49,college,,0.262,0,0.1092,91810.2,363362.87,42557.93,1
1092,66,Employer 66,,-0.111,49,some_college,,0.382,0,0.0824,75682.23,329883.58,28458.57,1
1093,49,Employer 49,manufacturing,-1.858,53,college,,0.433,0,0.0468,49727.4,212787.53,23256.58,1
1094,25,Employer 25,manufacturing,-0.48,30,college,,0.814,0,0.0,53231.9,144658.63,34509.87,1
1095,46,Employer 46,healthcare,-0.824,44,some_college,,-0.129,0,0.0042,53059.61,198925.56,46945.2,1
1096,68,Employer 68,healthcare,-0.625,28,some_college,,0.586,0,0.0659,33687.65,19286.21,38613.52,1
1097,27,Employer 27,manufacturing,-0.162,31,some_college,,-0.651,0,0.0,35568.05,19295.73,1.76,1
1098,74,EMPLOYER 74,tech,-0.833,39,graduate,,0.407,0,0.0441,85389.33,202313.13,72765.24,1
1099,15,Employer 15,manufacturing,-0.5,41,some_college,,-0.102,1,0.0771,36587.57,68518.82,48212.73,1
1100,10,Employer 10,education,-0.152,48,some_college,,1.739,0,0.0988,63336.1,156779.5,42582.29,1
1101,12,employer 12,manufacturing,-0.86,38,college,,-0.139,0,0.0375,63309.96,156712.71,36167.37,1
1102,23,Employer 23,healthcare,0.843,42,high_school,,0.201,1,0.0337,52840.46,40681.83,15610.35,1
1103,24,Employer 24,education,0.556,49,some_college,,0.955,0,0.0603,81909.58,230609.73,4340.25,1
1104,50,Employer 50,retail,1.727,46,,blank,0.995,1,0.14029999999999998,79240.53,247844.22,55779.15,1
1105,14,Employer 14,tech,0.809,40,college,,0.996,1,0.1057,74541.9,364243.15,34840.13,1
1106,21,Employer 21,tech,-0.699,27,college,,0.572,1,0.1333,67363.88,296776.5,46456.55,1
1107,36,employer 36,education,0.429,40,graduate,,-0.554,0,0.0255,109457.26,241827.63,23363.78,1
1108,28,Employer 28,tech,0.76,40,college,,0.252,1,0.1061,54212.4,192151.91,,1
1109,41,Employer 41,retail,1.797,38,some_college,,1.041,1,0.05,70949.63,188991.85,26838.37,1
1110,46,Employer 46,healthcare,-0.824,35,some_college,,0.866,0,0.0848,58173.89,256524.86,35888.07,1
1111,63,Employer 63,healthcare,1.055,58,graduate,,-0.901,1,0.123,104528.99,317958.57,38797.98,1
1112,63,Employer 63,healthcare,1.055,42,some_college,,-0.554,1,0.0691,66547.22,201596.04,,1
1113,72,Employer 72,retail,-1.546,29,college,,0.334,0,0.0263,58448.91,225494.94,29915.33,1
1114,27,Employer 27,manufacturing,-0.162,41,some_college,,-0.003,1,0.0769,53368.25,199646.44,57649.31,1
1115,30,Employer 30,manufacturing,-0.274,32,graduate,,-1.428,1,0.1061,79480.23,304563.02,21555.6,1
1116,60,Employer 60,healthcare,0.951,32,some_college,,-0.121,0,0.1242,54029.55,229448.34,33795.1,1
1117,73,Employer 73,tech,1.456,33,high_school,,-0.683,1,0.0279,58231.83,88710.44,45253.06,1
1118,56,employer 56,retail,1.215,25,high_school,,1.333,0,0.0467,46035.17,182509.36,49071.16,1
1119,32,Employer 32,healthcare,-0.072,44,high_school,,0.142,0,0.0583,57443.19,122397.28,3735.31,1
1120,51,employer 51,retail,0.769,42,high_school,,-0.758,1,0.0701,49172.2,222631.77,45470.69,1
1121,71,employer 71,healthcare,-0.829,29,high_school,,-0.773,0,0.0356,52401.21,97859.5,34032.77,1
1122,28,Employer 28,tech,0.76,55,college,,1.162,1,0.1803,86046.55,358399.02,31964.98,1
1123,51,employer 51,retail,0.769,54,college,,-0.078,1,0.07339999999999999,66495.54,240441.42,41535.99,1
1124,62,Employer 62,education,-0.064,36,high_school,,0.597,0,0.0606,61434.99,209802.55,14606.36,1
1125,50,Employer 50,retail,1.727,43,some_college,,0.749,1,0.17489999999999997,77960.51,372652.88,29440.7,1
1126,58,Employer 58,education,0.302,47,high_school,,0.144,0,0.0586,49134.88,41431.79,9208.45,1
1127,1,Employer 1,healthcare,0.435,,some_college,,2.212,0,0.1067,51450.7,351998.87,16396.95,1
1129,60,Employer 60,healthcare,0.951,44,high_school,,0.6,1,0.09369999999999999,59774.9,284695.77,12733.03,1
1130,30,Employer 30,manufacturing,-0.274,47,college,,-0.658,0,0.0,46603.34,234535.55,6937.11,1
1131,59,Employer 59,manufacturing,-0.63,40,,blank,-1.501,0,0.0,94056.03,288613.37,54244.38,1
1132,33,Employer 33,retail,1.764,45,high_school,,-0.247,1,0.0886,72573.13,257651.28,41655.68,1
1133,41,Employer 41,retail,1.797,57,high_school,,-0.028,1,0.1356,70537.84,309885.62,35495.28,1
1134,45,EMPLOYER 45,healthcare,-0.048,28,some_college,,0.222,1,0.0483,35077.71,74124.21,32068.29,1
1135,74,EMPLOYER 74,tech,-0.833,36,graduate,,-0.573,0,0.013300000000000001,66289.79,195644.74,65328.21,1
1136,74,EMPLOYER 74,tech,-0.833,46,graduate,,0.183,0,0.0408,82211.11,321757.41,33042.81,1
1137,50,Employer 50,retail,1.727,27,college,,-0.335,0,0.0194,62201.92,204013.77,49948.79,1
1138,4,Employer 4,tech,0.088,42,college,,0.164,0,0.0434,53307.72,271610.01,58926.53,1
1139,50,Employer 50,retail,1.727,51,college,,-1.412,1,0.099,87716.58,321968.54,29454.01,1
1140,64,Employer 64,education,0.008,43,high_school,,0.055,1,0.0823,35348.78,155393.22,48543.37,1
1141,31,Employer 31,tech,-0.524,30,graduate,,1.469,0,0.0472,74345.49,217786.08,55048.61,1
1142,71,employer 71,healthcare,-0.829,58,graduate,,1.615,1,0.047,105780.19,342303.38,47536.5,1
1143,44,Employer 44,healthcare,0.546,25,high_school,,0.861,0,0.0619,49512.01,144884.14,58011.17,1
1144,5,Employer 5,education,0.163,58,some_college,,0.298,1,0.1072,55977.59,210852.57,19943.72,1
1145,64,Employer 64,education,0.008,54,high_school,,2.117,1,0.1616,48528.05,198308.26,26011.64,1
1146,8,Employer 8,retail,1.471,31,college,,0.027,1,0.0452,82378.68,325252.64,58604.2,1
1147,43,employer 43,healthcare,-0.302,29,high_school,,-0.319,1,0.1096,43584.33,118617.35,16961.85,1
1148,13,Employer 13,retail,-0.779,54,high_school,,1.211,0,0.0493,55408.89,204396.92,49891.31,1
1149,31,Employer 31,tech,-0.524,25,some_college,,0.163,0,0.0235,27467.79,35137.47,26831.06,1
1150,61,Employer 61,education,0.898,56,college,,1.085,0,0.0319,83471.79,301389.89,73507.94,1
1151,5,Employer 5,education,0.163,37,high_school,,0.186,1,0.048,67407.48,110863.74,891.77,1
1152,54,Employer 54,healthcare,1.602,44,some_college,,0.612,1,0.1192,97635.98,381577.01,-26716.28,1
1153,73,Employer 73,tech,1.456,60,,unknown,-0.553,1,0.0683,90782.15,438875.65,30338.94,1
1154,80,Employer 80,,-0.854,40,college,,-0.372,0,0.0488,53624.72,232596.0,43570.59,1
1155,26,employer 26,manufacturing,0.782,47,graduate,,0.239,1,0.0976,97831.13,436915.66,3272.46,1
1156,71,employer 71,healthcare,-0.829,43,some_college,,-1.148,1,0.0279,69061.59,199693.08,60458.05,1
1157,78,Employer 78,tech,-0.044,32,graduate,,-0.628,1,0.0474,69311.15,187788.14,16483.88,1
1158,70,Employer 70,education,1.312,42,some_college,,-1.058,1,0.0367,51613.35,207220.62,85885.28,1
1159,1,Employer 1,healthcare,0.435,50,college,,-1.148,0,0.0486,66153.0,186460.53,29023.13,1
1160,74,EMPLOYER 74,tech,-0.833,44,some_college,,-0.271,1,0.0522,53253.01,170504.8,56396.91,1
1161,42,Employer 42,healthcare,0.503,42,high_school,,-0.05,1,0.1151,53893.97,215221.05,51072.66,1
1162,30,Employer 30,manufacturing,-0.274,46,college,,-0.791,1,0.0417,69305.21,201852.12,32646.02,1
1163,9,employer 9,healthcare,-0.575,46,some_college,,0.634,1,0.0836,50475.31,89626.31,43614.22,1
1164,45,EMPLOYER 45,healthcare,-0.048,34,college,,0.327,0,0.0176,69431.34,295354.96,51763.6,1
1165,40,employer 40,healthcare,-0.709,49,graduate,,-0.004,0,0.0654,83480.32,409354.9,59440.67,1
1166,3,Employer 3,retail,-0.427,52,college,,-0.698,0,0.0031,70315.17,365662.62,-14428.45,1
1167,72,Employer 72,retail,-1.546,34,some_college,,0.267,0,0.0093,18000.0,60539.27,50971.69,1
1168,23,Employer 23,healthcare,0.843,49,high_school,,1.163,1,0.1505,79535.42,183538.27,46636.84,1
1169,33,Employer 33,retail,1.764,52,high_school,,0.647,1,0.0765,64606.62,207641.22,,1
1170,56,employer 56,retail,1.215,30,college,,-1.468,0,0.0574,75323.44,142563.4,34404.98,1
1171,56,employer 56,retail,1.215,40,graduate,,0.296,0,0.0202,86185.32,359766.47,50330.56,1
1172,45,EMPLOYER 45,healthcare,-0.048,49,college,,-0.642,0,0.0223,64012.85,184963.61,12108.77,1
1173,8,Employer 8,retail,1.471,37,high_school,,0.633,1,0.0784,43306.57,94985.45,60996.43,1
1174,36,employer 36,education,0.429,46,college,,0.416,1,0.091,57771.56,287598.39,23044.64,1
1175,56,employer 56,retail,1.215,51,some_college,,0.016,1,0.0752,55223.17,157884.63,49061.47,1
1176,48,Employer 48,healthcare,-0.549,39,college,,-0.439,1,0.067,69579.56,240280.0,46248.91,1
1177,44,Employer 44,healthcare,0.546,,high_school,,-0.843,1,0.0561,59460.3,3596.73,37398.3,1
1178,54,Employer 54,healthcare,1.602,36,high_school,,-0.254,1,0.0648,60319.41,286099.9,55175.37,1
1179,21,Employer 21,tech,-0.699,44,some_college,,-1.202,0,0.0,54655.3,149109.67,15607.35,1
1180,45,EMPLOYER 45,healthcare,-0.048,52,graduate,,-0.579,0,0.027999999999999997,84287.76,245567.71,33216.49,1
1181,32,Employer 32,healthcare,-0.072,37,some_college,,1.148,1,0.12960000000000002,50551.46,211326.48,15592.32,1
1182,17,Employer 17,healthcare,0.01,34,some_college,,-1.801,0,0.0,67163.35,183580.27,53662.81,1
1183,1,Employer 1,healthcare,0.435,49,graduate,,-2.305,1,0.0,113586.42,348593.3,17819.8,1
1184,41,Employer 41,retail,1.797,43,college,,0.427,1,0.1013,56682.52,277897.16,42891.89,1
1185,70,Employer 70,education,1.312,28,high_school,,-1.058,1,0.0617,45980.12,150369.91,9924.11,1
1186,78,Employer 78,tech,-0.044,34,high_school,,-0.981,1,0.0673,38147.1,-14833.77,,1
1187,10,Employer 10,education,-0.152,44,some_college,,-0.617,0,0.08779999999999999,49112.51,251575.34,37518.61,1
1188,5,Employer 5,education,0.163,33,,unknown,-1.781,1,0.011,63203.89,45405.49,50167.0,1
1189,57,employer 57,manufacturing,-1.965,26,high_school,,1.677,0,0.0193,33273.36,130276.6,59447.3,1
1190,79,Employer 79,manufacturing,1.13,33,college,,0.37,0,0.0785,65992.08,248415.63,31406.09,1
1191,68,Employer 68,healthcare,-0.625,56,college,,0.37,0,0.0475,78643.19,263544.25,32409.04,1
1192,42,Employer 42,healthcare,0.503,38,college,,-0.112,0,0.0068,74931.6,195789.69,32812.33,1
1193,15,Employer 15,manufacturing,-0.5,39,graduate,,2.129,1,0.1453,86955.91,391019.48,-475.63,1
1194,58,Employer 58,education,0.302,44,some_college,,1.126,1,0.0954,35686.93,60823.9,1996.38,1
1195,75,Employer 75,tech,-0.726,54,graduate,,-1.415,0,0.0016,87144.88,298057.12,13779.59,1
1196,40,employer 40,healthcare,-0.709,41,graduate,,-2.771,0,0.0176,80770.15,236785.82,44842.06,1
1197,61,Employer 61,education,0.898,45,graduate,,-0.124,1,0.1265,90934.99,326820.0,42917.57,1
1198,44,Employer 44,healthcare,0.546,34,,unknown,-0.218,1,0.063,74356.71,209813.72,11447.35,1
1199,49,Employer 49,manufacturing,-1.858,25,college,,-2.737,0,0.0,45927.32,88936.9,31692.33,1
1200,69,Employer 69,manufacturing,-0.094,30,high_school,,-0.936,1,0.0479,18000.0,47619.53,33736.8,1
1201,46,Employer 46,healthcare,-0.824,33,college,,1.437,0,0.0349,62068.55,258100.08,20985.35,1
1202,8,Employer 8,retail,1.471,42,high_school,,-0.767,1,0.1274,64494.39,234170.69,30.31,1
1203,27,Employer 27,manufacturing,-0.162,38,college,,-0.207,0,0.0516,64908.23,266001.22,3762.08,1
1204,47,Employer 47,education,-1.546,49,college,,-0.294,0,0.0317,68562.52,206462.16,804.54,1
1205,36,employer 36,education,0.429,60,high_school,,1.1,1,0.09910000000000001,67841.5,193542.42,7905.52,1
1206,57,employer 57,manufacturing,-1.965,36,high_school,,0.56,0,0.0557,18000.0,57950.08,52672.45,1
1207,73,Employer 73,tech,1.456,47,some_college,,-0.098,1,0.091,76346.99,243651.3,17952.57,1
1208,56,employer 56,retail,1.215,56,college,,1.175,1,0.1283,87633.7,380739.56,32454.58,1
1209,39,employer 39,tech,0.394,28,high_school,,0.767,1,0.0931,31490.28,167216.39,62240.8,1
1210,46,Employer 46,healthcare,-0.824,28,college,,0.344,1,0.0788,51465.08,139422.38,6999.96,1
1211,2,Employer 2,tech,0.564,28,graduate,,0.917,1,0.056,94601.03,324758.5,43104.45,1
1212,44,Employer 44,healthcare,0.546,26,college,,0.51,1,0.0538,46722.27,89822.78,55905.14,1
1213,71,employer 71,healthcare,-0.829,41,some_college,,1.015,0,0.0567,62684.56,238012.32,17166.13,1
1214,33,Employer 33,retail,1.764,48,some_college,,-1.042,1,0.1006,42842.79,46246.05,50055.09,1
1215,65,Employer 65,healthcare,1.04,51,graduate,,0.275,1,0.0904,114257.34,398768.36,3741.44,1
1216,43,employer 43,healthcare,-0.302,29,graduate,,-0.63,0,0.0321,58412.6,204211.15,15572.86,1
1217,4,Employer 4,tech,0.088,42,college,,-0.758,1,0.0599,50820.88,177270.78,39174.75,1
1218,63,Employer 63,healthcare,1.055,47,high_school,,-1.437,1,0.0525,50007.79,112158.88,44254.35,1
1220,76,Employer 76,manufacturing,0.681,34,high_school,,1.442,1,0.0581,61272.44,169440.52,10435.42,1
1221,39,employer 39,tech,0.394,36,some_college,,-0.944,0,0.0197,58394.85,168062.82,-17612.55,1
1222,25,Employer 25,manufacturing,-0.48,60,college,,1.304,0,0.0632,85021.23,258730.57,36895.12,1
1223,67,employer 67,retail,0.414,47,graduate,,-1.277,1,0.0882,92671.2,344064.51,44346.36,1
1224,78,Employer 78,tech,-0.044,,college,,-0.046,0,0.0375,57820.63,-34902.4,21276.77,1
1225,5,Employer 5,education,0.163,28,college,,-1.406,0,0.0082,63303.24,160493.12,72449.56,1
1226,69,Employer 69,manufacturing,-0.094,57,high_school,,-1.494,1,0.0837,78004.61,293650.98,64234.85,1
1227,33,Employer 33,retail,1.764,39,high_school,,-0.838,1,0.0468,61899.51,106528.85,49101.1,1
1228,10,Employer 10,education,-0.152,36,high_school,,0.813,1,0.08560000000000001,49685.73,258820.66,16493.79,1
1229,78,Employer 78,tech,-0.044,42,high_school,,-1.9,0,0.0161,38135.55,40725.77,73747.1,1
1230,33,Employer 33,retail,1.764,57,graduate,,0.493,1,0.113,113278.85,430168.02,55324.1,1
1232,64,Employer 64,education,0.008,31,college,,-0.525,1,0.0322,65358.99,133204.35,15716.12,1
1233,33,Employer 33,retail,1.764,41,college,,-0.551,1,0.1309,73588.89,250466.03,59071.02,1
1234,69,Employer 69,manufacturing,-0.094,51,graduate,,0.774,1,0.1366,87972.93,337394.16,4301.29,1
1235,25,Employer 25,manufacturing,-0.48,26,college,,1.296,0,0.0041,66348.84,273973.41,38981.08,1
1236,41,Employer 41,retail,1.797,44,college,,-2.092,1,0.0612,79265.68,253297.17,35697.94,1
1237,17,Employer 17,healthcare,0.01,59,college,,-1.196,0,0.0,79387.51,182086.08,46798.53,1
1238,48,Employer 48,healthcare,-0.549,44,graduate,,-0.425,0,0.0244,69884.83,161576.01,48609.84,1
1239,64,Employer 64,education,0.008,56,graduate,,-0.324,0,0.0817,98850.29,299137.38,7066.83,1
1240,14,Employer 14,tech,0.809,31,college,,-1.009,0,0.0081,56800.22,80773.96,22184.65,1
1241,47,Employer 47,education,-1.546,41,college,,2.08,0,0.0713,73828.08,319204.32,22154.64,1
1242,26,employer 26,manufacturing,0.782,51,some_college,,-1.774,1,0.0801,71301.86,62665.86,35832.32,1
1243,70,Employer 70,education,1.312,50,graduate,,1.343,1,0.1297,96699.68,440174.01,59791.97,1
1244,68,Employer 68,healthcare,-0.625,46,graduate,,-0.148,0,0.0681,75116.34,291497.64,75105.29,1
1245,72,Employer 72,retail,-1.546,56,high_school,,0.523,0,0.029500000000000002,53211.33,221295.6,29994.47,1
1246,21,Employer 21,tech,-0.699,58,graduate,,0.108,0,0.0393,107039.09,453310.51,37615.96,1
1247,61,Employer 61,education,0.898,42,college,,1.057,1,0.1128,77858.68,271501.58,44667.14,1
1248,63,Employer 63,healthcare,1.055,31,college,,0.057,1,0.0479,53116.09,247038.07,73708.21,1
1249,3,Employer 3,retail,-0.427,25,high_school,,-0.24,1,0.035699999999999996,35957.79,56446.76,30370.1,1
1250,7,Employer 7,tech,1.877,55,college,,0.325,0,0.0833,105813.5,362921.27,50489.74,1
1251,18,Employer 18,tech,-0.442,44,high_school,,1.157,0,0.0,51726.84,170825.94,74050.56,1
1252,32,Employer 32,healthcare,-0.072,26,college,,-0.491,1,0.0084,58206.59,183917.33,2311.31,1
1253,52,Employer 52,healthcare,0.211,34,some_college,,-0.838,0,0.0594,56261.48,95918.94,17474.94,1
1254,67,employer 67,retail,0.414,51,some_college,,-0.735,0,0.0547,77670.6,170514.59,34428.93,1
1255,13,Employer 13,retail,-0.779,56,graduate,,-0.819,0,0.11560000000000001,90987.22,276541.61,42445.33,1
1256,25,Employer 25,manufacturing,-0.48,58,some_college,,-0.806,0,0.013300000000000001,81298.81,187319.7,12232.64,1
1257,16,Employer 16,,-0.05,52,some_college,,-1.202,1,0.0646,68460.63,155187.32,9413.09,1
1258,77,Employer 77,education,2.506,57,college,,0.507,1,0.0736,88383.51,245034.83,19864.81,1
1260,66,Employer 66,,-0.111,56,college,,0.641,1,0.0884,81572.87,215485.82,32581.73,1
1261,56,employer 56,retail,1.215,39,some_college,,-0.39,1,0.0969,78901.05,308090.23,39480.35,1
1262,36,employer 36,education,0.429,27,some_college,,-1.256,0,0.0056,44661.35,196974.38,22997.77,1
1263,20,Employer 20,retail,2.829,30,some_college,,-0.431,1,0.0274,62802.74,87509.42,17938.43,1
1264,32,Employer 32,healthcare,-0.072,29,college,,0.679,1,0.1123,43397.05,231575.87,38268.38,1
1265,22,Employer 22,education,0.473,45,college,,-2.189,0,0.0401,91432.25,207556.08,46215.92,1
1266,10,Employer 10,education,-0.152,49,college,,0.823,0,0.0812,77857.83,221032.21,68540.51,1
